"Geneid","SRR1178046","SRR1178036","SRR1178020","SRR1178002","SRR1177999","SRR1177997","SRR1177989","SRR1177988","SRR1177987"
"NM_001134622",0,2,2,0,0,0,2,0,0
"NM_001134623",11,0,6,20,6,6,34,14,11
"NM_001134624",7,3,6,6,2,2,15,14,8
"NM_001134625",0,0,0,0,0,0,0,0,0
"NM_001134626",0,0,0,0,0,0,6,0,0
"NM_001134627",2,0,0,2,0,0,2,0,4
"NM_001134628",296,277,298,331,321,297,365,387,303
"NM_001134629",1251,690,739,423,433,523,3516,964,671
"NM_001134630",0,0,0,0,0,0,0,0,0
"NM_001134631",52,42,50,58,51,71,76,79,64
"NM_001134632",5,4,14,19,26,14,38,12,9
"NM_001134633",0,0,2,0,2,2,4,0,0
"NM_001134634",445,348,399,548,564,539,622,487,505
"NM_001134635",22,6,16,5,8,10,8,9,9
"NM_001134636",6,4,4,8,1,17,3,9,10
"NM_001134637",131,62,73,79,127,53,79,66,74
"NM_001134638",0,0,0,0,0,0,0,0,0
"NM_001134639",98,51,52,82,96,73,149,89,92
"NM_001134640",186,115,169,309,383,249,373,489,445
"NM_001134642",41,42,53,52,50,56,84,46,56
"NM_001134643",2,0,4,0,0,0,0,2,4
"NM_001134645",82,45,42,59,73,41,76,79,38
"NM_001134686",13,4,1,6,13,17,5,1,5
"NM_001134687",1024,652,790,411,466,434,2168,996,842
"NM_001134688",2,0,2,0,2,4,0,0,1
"NM_001134690",22,11,27,14,21,22,32,26,24
"NM_001134691",1,0,0,0,0,1,0,0,0
"NM_001134694",20,20,25,30,40,26,26,16,33
"NM_001134695",0,4,4,2,0,0,4,0,0
"NM_001134696",1,0,0,0,2,0,0,0,0
"NM_001134698",9343,9245,11226,16557,18266,15460,5911,9234,11121
"NM_001134699",1062,708,723,1033,977,994,1080,1087,1103
"NM_001134700",2,0,0,0,0,2,90,18,0
"NM_001134701",0,2,0,0,0,0,0,0,0
"NM_001134702",168,155,171,246,288,277,169,179,200
"NM_001134703",223,172,148,174,214,201,358,125,132
"NM_001134704",38,44,31,37,43,39,52,60,60
"NM_001134705",2854,1764,2715,3018,3535,2899,3844,3159,3321
"NM_001134706",0,0,0,0,0,0,0,0,0
"NM_001134708",123,59,74,84,170,68,284,171,142
"NM_001134710",809,471,530,747,807,715,1080,1048,842
"NM_001134713",78,34,44,54,54,34,206,113,60
"NM_001134714",581,461,540,673,772,811,830,665,596
"NM_001134715",549,280,308,534,480,442,432,348,336
"NM_001134716",12,0,4,14,3,10,22,17,22
"NM_001134718",1085,718,986,919,1068,1081,2219,1408,1009
"NM_001134726",103,80,70,61,74,86,184,66,63
"NM_001134727",194,130,114,123,137,113,222,125,132
"NM_001134728",0,0,0,0,0,0,0,0,0
"NM_001134729",130,55,180,94,148,84,208,215,124
"NM_001134730",731,394,655,1121,950,596,770,495,439
"NM_001134731",8,4,6,2,2,8,19,20,6
"NM_001134735",745,480,467,665,791,662,1304,864,740
"NM_001134736",0,0,0,0,0,0,0,6,0
"NM_001134737",684,443,496,673,737,581,1008,752,649
"NM_001134740",0,0,0,0,0,0,0,0,0
"NM_001134744",293,153,179,233,236,224,427,217,197
"NM_001134746",0,0,0,0,0,2,0,0,2
"NM_001134747",0,0,2,4,0,2,0,0,2
"NM_001134748",73,96,93,104,107,75,137,85,133
"NM_001134749",9661,4515,5919,5548,6003,5998,12635,13108,8935
"NM_001134750",0,0,0,0,0,0,0,0,0
"NM_001134751",105,100,175,195,222,180,39,61,98
"NM_001134753",252,170,212,241,255,242,374,305,279
"NM_001134754",1903,1450,1752,1594,1787,1720,2218,1368,1456
"NM_001134755",450,308,434,516,556,365,443,449,522
"NM_001134756",10,8,7,4,13,10,13,22,8
"NM_001134757",10,3,7,3,7,4,3,10,3
"NM_001134760",1,5,5,5,5,4,5,1,1
"NM_001134761",328,206,390,543,523,457,439,470,553
"NM_001134762",595,398,536,601,683,717,951,689,573
"NM_001134763",0,0,0,0,0,0,0,0,0
"NM_001134765",0,0,0,0,0,0,0,0,0
"NM_001134766",147,77,88,156,172,102,285,206,161
"NM_001134777",81,34,68,65,95,63,68,72,88
"NM_001134780",396,197,308,247,360,209,701,437,419
"NM_001134781",615,509,536,652,746,780,1156,645,628
"NM_001134788",0,0,0,0,0,0,0,0,0
"NM_001134789",101,83,111,130,130,131,219,136,129
"NM_001134790",365,184,194,283,341,283,415,258,249
"NM_001134792",5547,4611,5515,6174,7543,6825,3446,3857,4439
"NM_001134796",464,256,321,603,477,352,280,355,387
"NM_001134797",0,0,0,0,0,0,0,0,0
"NM_001134798",138,76,113,135,134,132,158,109,107
"NM_001134799",0,0,2,2,0,0,0,2,0
"NM_001134800",264,212,184,246,185,271,438,298,238
"NM_001134801",43,20,21,68,51,78,32,10,42
"NM_001134826",0,0,0,0,0,0,0,0,0
"NM_001134833",0,2,0,0,2,0,2,0,0
"NM_001134834",819,811,908,1398,1468,1451,993,791,1079
"NM_001134835",427,249,256,320,352,339,971,530,437
"NM_001134837",16,10,16,20,25,22,18,16,9
"NM_001134839",0,0,0,0,0,0,0,0,2
"NM_001134840",3847,2832,3229,3403,4054,3630,5773,4108,3684
"NM_001134841",63,31,67,150,121,56,108,54,164
"NM_001134842",447,341,357,436,510,418,470,601,487
"NM_001134843",111,57,62,84,92,111,130,98,104
"NM_001134844",181813,95877,63317,70,151,136,64,55,284
"NM_001134845",0,0,0,0,0,0,0,0,0
"NM_001134846",2,5,0,2,2,0,6,0,2
"NM_001134849",0,2,0,0,2,0,18,20,6
"NM_001134850",269,159,179,218,218,246,652,393,309
"NM_001134854",231,48,52,114,93,93,1136,87,128
"NM_001134856",39,26,50,85,64,71,61,47,42
"NM_001134857",407,257,297,298,393,292,897,451,333
"NM_001134858",476,264,468,432,520,480,558,412,380
"NM_001134859",757,538,634,767,777,839,1551,1449,944
"NM_001134860",336,180,204,264,380,262,727,328,275
"NM_001134861",541,330,348,524,491,482,829,534,429
"NM_001134862",1,0,4,1,1,2,1,3,1
"NM_001134863",12,24,36,44,34,66,25,28,16
"NM_001134864",1664,1421,1798,1634,1749,1596,5153,2148,1901
"NM_001134865",289,230,226,284,296,310,404,316,345
"NM_001134866",8,4,4,6,6,0,11,6,6
"NM_001134867",489,408,450,549,613,496,1192,734,631
"NM_001134871",387,254,307,332,326,316,529,407,385
"NM_001134873",555,323,258,232,291,288,2195,731,325
"NM_001134874",433,334,372,349,335,336,866,595,496
"NM_001134879",382,186,298,285,232,209,360,737,335
"NM_001134880",286,182,244,235,301,261,393,278,313
"NM_001134881",670,368,438,473,523,467,941,616,515
"NM_001134882",0,0,0,0,0,0,0,0,0
"NM_001134883",216,161,176,180,206,148,211,136,173
"NM_001134884",0,0,0,6,0,0,0,0,2
"NM_001134885",853,654,763,1177,1264,1080,1905,1724,1149
"NM_001134886",656,566,756,701,853,771,958,856,694
"NM_001134887",423,258,297,357,292,241,792,429,369
"NM_001134901",27,13,22,19,49,49,9,6,13
"NM_001134908",232,145,219,252,310,284,321,273,310
"NM_001134910",74,38,38,25,37,72,105,74,41
"NM_001134912",0,0,0,0,0,0,0,0,0
"NM_001134933",0,0,0,0,0,0,0,0,0
"NM_001134955",850,353,524,644,632,581,841,592,609
"NM_001134956",483,490,449,625,602,588,435,397,447
"NM_001134957",308,151,180,228,226,214,272,337,252
"NM_001134958",759,622,724,630,786,653,1102,737,667
"NM_001134959",328,211,248,461,468,383,417,304,318
"NM_001134960",26,15,14,9,16,14,36,107,55
"NM_001134961",1641,1007,1269,1556,1845,1637,1819,1694,1195
"NM_001134962",67,44,51,55,63,54,97,100,61
"NM_001134963",6,6,6,6,0,0,4,0,0
"NM_001134969",2,6,4,0,4,6,7,4,2
"NM_001134970",1128,713,902,859,1134,955,1655,1335,1014
"NM_001134971",1068,678,967,959,1048,904,1308,1308,1178
"NM_001134972",177,148,149,188,200,193,315,155,167
"NM_001134974",782,453,508,588,717,735,1898,914,694
"NM_001134978",0,0,0,0,0,0,0,0,0
"NM_001134979",268,154,194,215,209,261,315,357,274
"NM_001134980",130,62,162,98,161,95,144,99,111
"NM_001134981",294,211,231,316,339,320,464,372,276
"NM_001134982",1799,1343,1680,1715,1759,1876,2440,2341,1771
"NM_001134983",4,3,1,2,2,12,8,2,2
"NM_001134984",4,5,12,25,23,19,19,13,11
"NM_001134986",2,0,0,0,0,2,2,0,0
"NM_001134987",432,205,281,275,336,307,582,392,310
"NM_001134990",122,80,80,88,98,119,184,119,128
"NM_001134991",79,36,82,59,48,66,130,69,72
"NM_001134992",96,55,55,75,57,66,80,56,60
"NM_001134993",4,6,6,2,8,6,8,3,4
"NM_001134994",589,442,534,454,530,480,733,706,551
"NM_001134996",0,0,0,0,0,0,0,0,0
"NM_001134998",15,6,9,13,12,8,34,8,6
"NM_001135002",0,0,0,0,0,0,0,0,0
"NM_001135003",398,253,315,409,443,438,444,353,302
"NM_001135006",0,2,4,3,4,1,7,0,0
"NM_001135007",1717,1039,1243,1559,1739,1456,1231,1435,1156
"NM_001135008",1380,1106,1300,2177,2251,1970,2351,2255,2021
"NM_001135009",3196,1851,2061,2964,3327,2683,2351,2784,2237
"NM_001135010",11,0,2,4,4,2,0,0,6
"NM_001135011",86,50,58,52,100,70,80,64,64
"NM_001135012",0,0,0,0,0,0,0,0,0
"NM_001135013",122,70,110,103,136,143,322,130,120
"NM_001135014",60,31,45,49,74,55,66,52,29
"NM_001135015",2,2,6,4,3,2,9,3,0
"NM_001135016",360,330,210,238,232,272,713,416,712
"NM_001135017",1760,869,1015,1012,1314,1077,3347,1881,1369
"NM_001135018",1305,858,1124,1700,1921,1856,1604,1394,1315
"NM_001135020",539,200,334,342,451,337,820,710,631
"NM_001135029",0,0,0,0,0,0,0,0,0
"NM_001135030",0,0,0,0,0,0,0,0,0
"NM_001135033",3,2,2,4,0,2,70,6,2
"NM_001135039",422,226,223,244,279,265,870,387,219
"NM_001135045",0,0,2,0,0,2,0,0,2
"NM_001135046",0,2,0,0,0,2,2,0,2
"NM_001135084",152,140,141,193,202,207,277,234,133
"NM_001135085",289,179,203,151,151,163,500,308,160
"NM_001135087",0,0,0,0,0,0,0,0,0
"NM_001135088",2,3,0,0,1,2,0,2,4
"NM_001135089",0,0,0,0,0,0,0,0,0
"NM_001135090",0,0,0,0,0,0,0,0,0
"NM_001135094",0,0,0,0,0,0,0,0,0
"NM_001135119",756,550,634,783,755,633,1253,1081,798
"NM_001135157",0,0,0,0,0,0,0,0,2
"NM_001135158",0,0,0,0,4,0,0,0,0
"NM_001135164",0,0,0,0,0,0,0,0,0
"NM_001135169",14,10,14,7,12,12,11,23,21
"NM_001135173",0,0,0,0,0,0,0,0,0
"NM_001135174",1022,574,733,957,956,967,1909,1309,1067
"NM_001135238",70,14,32,64,66,34,100,32,50
"NM_001135249",0,2,2,0,16,8,4,4,3
"NM_001135250",13,2,4,7,14,3,10,10,10
"NM_001135252",885,492,619,786,732,709,1403,974,733
"NM_001135253",6,0,0,3,2,0,19,2,0
"NM_001135259",4,3,2,0,1,4,1,0,0
"NM_001135260",132,61,94,116,106,96,228,137,112
"NM_001135561",420,304,410,342,401,380,538,390,319
"NM_001135562",0,0,0,0,0,0,0,0,0
"NM_001135566",116,47,133,104,150,75,138,149,112
"NM_001135576",68,66,65,83,53,50,159,86,69
"NM_001135582",817,605,743,1031,986,964,975,1079,953
"NM_001135583",0,0,0,0,0,0,2,0,0
"NM_001135584",0,0,0,0,0,0,0,0,0
"NM_001135596",797,458,545,563,600,571,1932,733,578
"NM_001135600",2828,5384,6424,8823,9773,8964,5575,3135,6058
"NM_001135603",0,0,0,2,4,1,68,52,44
"NM_001135607",0,0,0,0,0,0,0,0,0
"NM_001135612",384,255,274,378,364,274,338,267,294
"NM_001135666",626,404,434,586,546,563,875,541,526
"NM_001135667",160,64,71,46,64,77,380,96,74
"NM_001135668",126,46,52,1,3,0,1,2,2
"NM_001135687",0,0,0,0,0,0,0,0,0
"NM_001135698",360,228,288,354,436,379,279,264,326
"NM_001135708",319,196,252,174,219,198,487,253,162
"NM_001135709",0,0,2,0,0,0,0,0,0
"NM_001135710",0,0,0,2,0,0,6,2,6
"NM_001135711",16,5,2,5,8,10,31,7,6
"NM_001135712",668,463,560,602,662,619,1240,883,801
"NM_001135713",72,37,88,103,110,85,52,57,127
"NM_001135714",656,410,472,677,763,802,1020,693,561
"NM_001135715",2,0,0,0,0,0,0,0,0
"NM_001135716",102,73,75,67,84,68,175,179,92
"NM_001135717",56,38,55,80,95,54,118,50,58
"NM_001135718",461,174,255,406,405,303,400,242,304
"NM_001135719",2,0,0,2,2,0,0,2,0
"NM_001135720",15,13,15,28,28,18,19,9,25
"NM_001135742",771,482,571,831,730,693,935,746,648
"NM_001135743",457,254,288,307,296,437,1290,726,420
"NM_001135744",56,53,102,53,45,48,31,5,20
"NM_001135749",358,197,224,235,220,283,685,593,383
"NM_001135754",102,56,51,55,93,94,170,48,24
"NM_001135755",88,55,76,86,109,105,175,240,109
"NM_001135756",0,0,0,0,0,0,0,0,0
"NM_001135757",187,78,88,113,121,120,538,250,190
"NM_001135758",2984,2056,2691,2766,3276,2976,3220,2929,2383
"NM_001135759",76,36,69,77,71,52,50,20,57
"NM_001135760",0,0,0,0,0,0,0,0,0
"NM_001135761",2,2,0,0,0,0,2,0,2
"NM_001135762",0,0,1,3,2,0,0,4,0
"NM_001135767",218,48,71,111,95,114,170,148,134
"NM_001135777",2,0,0,0,0,0,0,1,0
"NM_001135778",652,729,946,3941,2999,2810,978,1991,1230
"NM_001135779",0,0,0,0,0,0,0,0,0
"NM_001135780",175,82,130,64,96,75,171,546,261
"NM_001135781",788,628,589,707,773,858,985,749,723
"NM_001135782",65,40,58,50,65,63,128,52,86
"NM_001135798",1006,750,1146,1113,1372,1316,1359,984,974
"NM_001135799",14,22,30,47,34,43,30,14,14
"NM_001135800",0,0,2,4,0,0,1,0,0
"NM_001135801",640,367,408,429,506,439,1578,662,469
"NM_001135802",102,81,54,30,54,29,61,125,105
"NM_001135803",102,57,64,55,38,56,437,80,50
"NM_001135804",1883,1482,1766,1709,1861,1903,851,1079,1490
"NM_001135807",121,47,74,71,79,76,112,94,54
"NM_001135809",0,0,0,0,0,0,0,0,0
"NM_001135813",150,107,159,150,163,175,283,191,171
"NM_001135814",0,0,0,0,0,0,0,0,0
"NM_001135819",6,6,18,48,30,26,49,19,22
"NM_001135833",0,0,0,0,0,0,0,0,0
"NM_001135834",2,0,5,2,6,0,6,2,0
"NM_001135835",8025,6759,6641,7194,8123,6651,8242,7292,7469
"NM_001135836",3,2,0,0,2,0,4,1,0
"NM_001135837",313,192,269,271,320,321,421,309,270
"NM_001135838",50,15,16,16,20,26,36,34,15
"NM_001135839",445,288,339,268,290,313,880,539,343
"NM_001135840",330,212,279,300,301,267,369,205,232
"NM_001135845",269,150,146,143,126,149,419,226,227
"NM_001135846",1357,746,797,896,1020,903,2070,1248,926
"NM_001135849",3320,2371,2441,3300,3587,3253,4373,3281,2807
"NM_001135855",10,12,8,32,22,14,166,22,19
"NM_001135857",182,112,169,227,230,173,359,310,244
"NM_001135858",425,340,330,428,494,508,460,421,357
"NM_001135859",0,0,0,0,0,0,0,0,0
"NM_001135866",325,171,236,251,280,247,642,395,278
"NM_001135867",0,0,0,0,0,0,0,0,0
"NM_001135868",417,292,406,715,709,344,160,171,328
"NM_001135869",11923,5011,7891,1486,1954,1766,2165,3212,2811
"NM_001135871",871,843,847,1163,1211,1279,737,837,1033
"NM_001135872",328,269,275,263,295,287,323,269,258
"NM_001135873",366,218,266,361,346,327,814,676,345
"NM_001135874",79,73,113,171,197,186,137,66,90
"NM_001135875",1851,1315,1492,2867,2915,2704,2125,1682,2272
"NM_001135876",193,107,213,161,191,195,365,305,191
"NM_001135877",0,0,0,0,0,0,0,0,0
"NM_001135878",0,2,0,2,2,0,0,2,0
"NM_001135879",624,411,481,302,344,464,1003,628,468
"NM_001135893",25,4,8,8,10,15,7,8,1
"NM_001135894",94,32,63,61,63,57,127,53,44
"NM_001135895",711,506,529,621,639,588,1168,675,656
"NM_001135896",9,8,8,14,31,12,19,17,16
"NM_001135897",97,63,60,57,78,96,145,56,70
"NM_001135899",7368,7411,7368,7124,9040,6979,2711,2411,4311
"NM_001135901",0,0,2,0,2,0,2,2,0
"NM_001135903",52,35,43,53,63,89,76,47,75
"NM_001135913",0,0,0,0,0,0,0,0,0
"NM_001135915",8,6,12,10,10,19,35,15,12
"NM_001135916",0,0,0,0,0,0,0,0,0
"NM_001135918",0,0,2,0,0,0,2,0,0
"NM_001135921",121,114,120,356,310,341,329,409,309
"NM_001135922",195,105,173,224,241,192,494,261,186
"NM_001135923",453,349,305,439,423,350,512,480,439
"NM_001135992",114,66,43,90,98,128,146,161,82
"NM_001135997",34,12,8,6,10,2,46,16,4
"NM_001136096",20,16,14,10,21,23,26,15,23
"NM_001136098",488,283,294,374,422,468,688,332,370
"NM_001136124",2145,734,925,1228,1151,1630,1877,2620,1157
"NM_001136141",0,0,2,0,0,0,0,0,0
"NM_001136151",10,4,4,4,14,4,4,6,4
"NM_001136162",2147,1529,1894,1760,2370,1744,1961,1901,1513
"NM_001136183",4,0,2,2,8,6,8,0,6
"NM_001136229",273,177,263,148,192,190,411,366,307
"NM_001136241",639,575,751,651,528,456,431,973,716
"NM_001136261",2404,1982,2032,3310,3356,3104,3000,2428,2350
"NM_001136470",92,101,124,111,152,105,74,95,88
"NM_001137561",868,692,847,1069,1243,1002,1124,825,958
"NM_001137562",262,192,255,216,296,219,466,324,267
"NM_001137563",0,0,0,0,0,0,0,0,0
"NM_001137564",1423,943,1468,376,499,841,3025,1652,1382
"NM_001137622",220,170,183,282,312,231,341,307,251
"NM_001137626",243,162,116,198,212,154,270,153,194
"NM_001137633",842,557,712,949,860,921,647,893,815
"NM_001137641",1953,1538,1803,1784,2237,2109,2422,1559,1666
"NM_001137642",76,32,36,21,19,22,52,81,20
"NM_001137643",9200,10853,12428,1792,2557,12851,5319,5994,4471
"NM_001137644",37,17,16,28,37,19,14,18,5
"NM_001137645",105,74,86,103,125,111,115,89,86
"NM_001137646",1274,719,808,696,826,750,2605,1261,1020
"NM_001137647",70,49,74,92,58,54,152,124,124
"NM_001137670",0,0,0,0,0,0,0,0,0
"NM_001139465",4095,3279,3894,4581,5127,4485,3904,2974,3646
"NM_001139483",687,541,698,705,773,714,713,904,673
"NM_001139484",663,500,495,603,681,611,869,691,507
"NM_001139486",1170,828,987,1203,1292,1138,1928,1490,1517
"NM_001139487",239,93,73,341,252,152,131,59,67
"NM_001139491",122,102,107,80,139,84,97,102,101
"NM_001139493",357,233,332,176,269,295,613,355,156
"NM_001139494",5,0,1,5,1,0,6,3,6
"NM_001139506",179,170,218,223,241,200,293,247,203
"NM_001139507",1537,929,1183,1303,1401,1187,2348,1736,1311
"NM_001139508",822,542,554,742,807,513,855,514,372
"NM_001141929",2,0,3,3,1,0,3,1,0
"NM_001141935",34,4,12,10,6,12,184,47,14
"NM_001142304",2,0,3,2,0,2,1,0,0
"NM_001142363",27,6,13,11,9,14,30,15,18
"NM_001142366",0,0,0,0,0,0,0,0,0
"NM_001142367",0,0,0,0,0,0,0,0,0
"NM_001142371",1066,676,854,1090,1115,1035,1770,1083,1128
"NM_001142562",513,341,427,629,716,639,575,572,585
"NM_001142652",73,47,64,57,72,50,56,121,74
"NM_001142757",33,24,31,30,33,23,33,26,15
"NM_001142758",545,424,539,667,704,558,493,543,689
"NM_001142915",0,0,0,0,0,0,0,0,0
"NM_001142941",135,94,86,101,129,138,210,192,114
"NM_001142942",0,0,0,0,0,0,0,0,0
"NM_001142944",22,10,8,4,7,6,18,9,8
"NM_001142945",0,0,0,0,0,0,0,0,0
"NM_001142949",0,0,0,0,0,0,0,0,0
"NM_001142962",0,0,0,0,0,0,0,0,0
"NM_001143750",82,58,42,46,56,48,78,28,48
"NM_001143756",2,0,0,0,0,0,0,0,0
"NM_001143803",0,0,0,0,0,0,0,2,0
"NM_001143817",309,188,199,293,284,247,232,253,273
"NM_001143847",0,0,0,0,0,0,0,0,0
"NM_001143858",739,546,667,779,889,732,839,1004,735
"NM_001143881",0,0,0,0,0,0,0,0,0
"NM_001143911",1191,770,928,1220,1480,1211,1219,1282,1269
"NM_001144779",24,4,16,36,21,24,10,4,5
"NM_001144840",411,348,367,476,507,455,511,316,367
"NM_001144850",0,0,0,0,0,0,0,0,0
"NM_001144851",368,355,355,471,433,420,758,622,435
"NM_001144854",227,105,162,188,188,189,394,225,195
"NM_001144859",0,2,0,0,0,4,0,0,0
"NM_001144860",425,250,316,391,458,405,616,439,469
"NM_001144861",58,18,18,20,20,31,32,28,25
"NM_001144862",344,253,355,515,750,431,333,474,397
"NM_001144870",3,0,0,0,2,2,2,0,5
"NM_001144957",0,0,0,0,0,0,0,0,0
"NM_001144991",231,124,148,238,307,191,394,215,246
"NM_001145002",0,0,0,0,0,0,0,0,0
"NM_001145005",2,2,0,1,1,1,5,1,2
"NM_001145021",21,9,5,55,51,67,125,113,81
"NM_001145062",0,0,0,0,0,0,0,0,0
"NM_001145072",0,0,0,0,0,0,0,0,0
"NM_001145141",0,0,0,0,0,2,0,0,0
"NM_001145163",0,2,0,2,0,0,4,0,0
"NM_001145175",8,8,4,2,6,4,18,6,5
"NM_001145273",492,335,519,464,609,457,504,384,384
"NM_001145334",13,15,11,21,23,18,6,2,14
"NM_001145366",0,0,0,0,0,0,0,0,0
"NM_001145367",14,8,17,3,7,4,8,0,4
"NM_001145401",0,0,0,0,0,0,0,0,0
"NM_001145449",0,0,0,0,0,0,0,0,0
"NM_001145456",277,149,167,208,235,186,662,257,181
"NM_001145469",0,0,5,3,5,0,4,2,0
"NM_001145538",30,19,24,45,37,32,17,30,27
"NM_001145726",541,233,366,266,328,246,750,539,446
"NM_001145755",232,111,91,169,140,135,200,116,169
"NM_001145762",0,2,2,0,0,0,0,0,0
"NM_001145828",45,14,64,36,16,37,35,70,75
"NM_001145840",361,439,520,617,789,604,469,461,600
"NM_001145842",0,0,0,0,0,0,0,0,0
"NM_001145846",0,0,0,0,0,0,0,0,0
"NM_001145982",0,3,0,4,4,2,0,0,2
"NM_001146004",0,0,0,0,0,0,0,0,0
"NM_001146035",14,4,5,14,8,28,8,2,8
"NM_001146061",0,2,2,0,0,0,4,0,1
"NM_001159493",89,64,87,82,65,82,139,114,73
"NM_001159594",17,9,9,16,32,5,24,38,9
"NM_001159625",2,0,4,2,4,4,86,14,12
"NM_001159653",0,0,0,0,0,0,0,0,0
"NM_001159655",2302,1568,1862,1713,2194,1558,2861,2916,2513
"NM_001159656",0,0,0,0,0,0,0,0,0
"NM_001159739",0,0,0,0,0,0,0,0,0
"NM_001160155",0,0,0,0,0,0,0,0,0
"NM_001160162",0,0,0,0,0,0,0,0,0
"NM_001160228",195,131,168,182,232,183,230,156,183
"NM_001160231",0,0,0,0,0,0,0,0,0
"NM_001160232",0,0,0,0,0,0,0,0,0
"NM_001160263",24,14,3,17,32,18,27,28,54
"NM_001160313",0,0,0,0,0,0,0,0,0
"NM_001160314",2,2,2,0,0,0,0,0,0
"NM_001160315",0,0,0,0,0,0,0,0,0
"NM_001161512",4,3,1,0,2,2,3,1,0
"NM_001161691",3,0,4,0,0,2,7,6,2
"NM_001161809",0,0,0,0,0,0,0,0,0
"NM_001161835",0,0,0,0,0,0,0,0,0
"NM_001161846",0,0,0,0,0,0,1,0,0
"NM_001162408",22,21,51,11,12,8,111,48,40
"NM_001162411",30,22,36,14,74,10,28,22,50
"NM_001162413",109,86,139,73,99,73,85,94,109
"NM_001162535",52,53,42,117,151,91,54,102,96
"NM_001162897",4,0,0,0,2,2,0,1,1
"NM_001162898",0,0,0,0,0,0,0,0,0
"NM_001162899",0,2,0,0,0,0,2,0,2
"NM_001162930",0,0,2,0,0,0,0,0,0
"NM_001162931",0,0,0,0,0,0,0,0,0
"NM_001162935",0,0,0,0,0,0,0,0,0
"NM_001163002",0,0,0,0,0,0,0,0,0
"NM_001163062",84,46,53,62,80,86,104,78,103
"NM_001163063",42,42,66,60,74,71,34,51,46
"NM_001163153",816,676,727,1016,1086,938,960,917,905
"NM_001163156",0,0,0,0,0,0,0,0,0
"NM_001163164",1496,894,1083,1456,1665,1477,2105,1854,1847
"NM_001163168",6,8,10,14,14,8,0,0,2
"NM_001163214",2,0,2,4,0,2,2,0,0
"NM_001163273",922,568,623,698,750,642,1400,734,751
"NM_001163277",0,0,0,0,0,0,0,0,0
"NM_001163320",1015,494,599,652,662,686,2005,1173,836
"NM_001163477",2,0,0,0,0,0,2,2,2
"NM_001163492",26,22,20,36,26,30,77,87,34
"NM_001163506",13,2,5,9,14,6,7,6,3
"NM_001163519",0,0,0,0,0,0,0,0,0
"NM_001163543",0,2,0,1,3,0,0,0,0
"NM_001163562",2,3,2,0,2,1,9,7,3
"NM_001163568",535,360,370,218,218,265,684,297,352
"NM_001163607",0,2,0,0,0,0,0,0,0
"NM_001163723",64,48,110,166,163,98,70,71,114
"NM_001163736",450,373,395,340,378,319,1114,422,350
"NM_001163921",16,7,12,8,11,10,4,10,8
"NM_001164043",121,88,103,121,154,110,179,119,136
"NM_001164060",161,110,109,49,105,62,67,175,87
"NM_001164073",0,1,1,1,0,0,0,0,0
"NM_001164091",682,387,463,528,547,540,894,668,511
"NM_001164103",0,3,0,3,4,4,11,4,3
"NM_001164142",0,4,0,3,0,0,0,2,0
"NM_001164143",0,0,0,0,0,0,0,4,0
"NM_001164157",1408,944,996,1375,1326,1298,2261,1893,1195
"NM_001164264",1392,906,974,1477,1718,1421,3029,2028,1420
"NM_001164288",0,0,0,0,0,0,0,0,0
"NM_001164296",4,3,1,2,2,0,6,2,3
"NM_001164297",3,5,9,1,5,6,5,7,13
"NM_001164298",0,0,0,0,2,0,0,0,0
"NM_001164299",0,0,0,0,0,2,0,0,2
"NM_001164302",0,0,0,0,2,0,0,2,0
"NM_001164303",1,0,0,0,1,0,0,0,0
"NM_001164304",0,0,0,0,0,0,2,2,0
"NM_001164305",0,0,0,0,0,0,1,0,0
"NM_001164307",0,0,0,1,0,0,5,1,2
"NM_001164308",0,0,0,0,0,0,5,0,1
"NM_001164396",281,212,36,607,989,522,14,60,267
"NM_001164400",78,35,40,31,34,42,42,41,55
"NM_001164438",0,0,0,0,0,0,0,0,0
"NM_001164439",0,0,0,0,0,0,0,0,0
"NM_001164505",0,0,0,0,3,0,1,0,0
"NM_001164543",0,0,0,0,0,0,0,0,0
"NM_001164656",0,0,0,0,0,0,0,0,0
"NM_001164657",6,14,12,18,18,20,4,14,10
"NM_001164706",2,0,0,2,3,0,2,0,1
"NM_001164707",43,33,38,50,44,38,57,58,46
"NM_001164718",0,0,0,0,0,0,0,0,0
"NM_001164726",2,2,0,0,0,0,2,0,0
"NM_001164744",1,0,2,0,0,0,4,0,3
"NM_001164826",27,10,9,12,13,6,18,6,9
"NM_001165880",6,1,1,5,7,2,2,3,6
"NM_001165896",2,5,1,8,0,1,5,2,1
"NM_001165897",0,0,0,0,0,0,0,0,0
"NM_001165901",0,0,0,0,0,0,0,0,0
"NM_001165936",0,0,0,1,1,2,3,0,0
"NM_001166020",0,0,2,0,0,0,0,0,0
"NM_001166022",0,0,0,0,0,0,0,0,0
"NM_001166165",11,5,15,19,16,15,53,25,27
"NM_001166267",0,0,0,0,0,0,0,0,0
"NM_001166275",391,237,267,227,312,205,517,760,326
"NM_001166300",4,6,10,5,9,6,20,13,9
"NM_001166303",43,32,52,42,45,62,97,73,66
"NM_001166307",0,0,0,0,0,0,0,0,0
"NM_001166342",0,0,0,0,0,0,0,0,0
"NM_001166344",0,0,0,0,0,2,2,0,0
"NM_001166351",0,0,0,0,0,0,0,0,0
"NM_001166352",2,7,3,3,2,3,3,2,1
