"Geneid","SRR1178046","SRR1178036","SRR1178020","SRR1178002","SRR1177999","SRR1177997","SRR1177989","SRR1177988","SRR1177987"
"NM_001047843",690,582,616,1049,1187,920,464,1080,1032
"NM_001047844",562,339,399,474,429,469,701,478,408
"NM_001047846",704,432,511,586,615,562,1053,683,547
"NM_001047847",186,126,163,200,263,214,364,174,126
"NM_001047848",4081,3440,4496,3697,5141,4693,1165,3019,3398
"NM_001047849",2311,1643,2128,2316,2478,2078,3443,1631,1496
"NM_001047850",397,211,256,364,349,346,616,365,356
"NM_001047851",117,54,67,112,76,115,89,124,106
"NM_001047852",1657,1332,1609,1468,2036,1937,2089,1885,1482
"NM_001047853",56,38,64,110,92,127,200,65,79
"NM_001047854",1142,664,989,793,864,854,1792,1493,1505
"NM_001047855",101,78,163,110,185,91,69,92,62
"NM_001047856",964,555,582,830,767,889,1572,1241,931
"NM_001047857",584,433,462,772,814,862,739,656,516
"NM_001047858",2517,876,1008,422,566,479,27659,2279,783
"NM_001047860",1194,697,671,1007,1291,849,924,493,1139
"NM_001047861",203,114,182,154,166,163,577,356,230
"NM_001047862",988,770,1008,1257,1469,1190,1333,1767,1582
"NM_001047863",553,391,480,543,547,477,814,556,621
"NM_001047864",1,0,0,0,0,0,0,0,1
"NM_001047865",0,0,0,0,0,0,0,0,0
"NM_001047866",0,0,0,0,0,0,0,0,0
"NM_001047867",206,147,194,175,218,202,415,293,183
"NM_001047868",240,130,129,152,189,179,393,255,149
"NM_001047869",871,575,767,587,683,852,916,698,491
"NM_001047871",482,210,294,229,252,306,1409,632,362
"NM_001047873",0,0,0,0,0,0,0,0,0
"NM_001047874",2207,1293,1820,1976,2300,2025,3251,2461,2214
"NM_001047877",32,24,27,30,78,26,49,29,39
"NM_001047878",6284,4726,5428,5956,6060,5905,8516,14071,6029
"NM_001047879",122,60,88,38,46,32,154,118,74
"NM_001047880",8071,4388,5316,6493,7154,6262,4243,4333,5000
"NM_001047881",4,4,2,0,2,0,0,2,4
"NM_001047882",0,0,0,0,0,0,0,0,0
"NM_001047883",297,130,232,262,246,251,271,281,212
"NM_001047885",283,155,215,319,387,246,289,336,297
"NM_001047886",384,210,248,296,299,303,433,368,307
"NM_001047887",0,6,4,2,0,4,2,0,2
"NM_001047889",404,235,265,278,296,261,675,314,281
"NM_001047891",16446,15837,18130,26809,33142,29421,18944,18706,23788
"NM_001047892",0,0,0,0,0,4,2,0,0
"NM_001047893",548,375,481,575,655,594,607,497,551
"NM_001047894",656,536,518,561,705,540,486,469,497
"NM_001047897",523,279,365,677,694,606,572,450,480
"NM_001047898",1525,973,1284,1159,1119,898,5676,3826,2168
"NM_001047899",1422,1208,1183,1539,1875,1599,2056,1500,1351
"NM_001047900",532,294,341,227,265,248,951,433,343
"NM_001047901",800,634,762,798,946,996,1038,783,665
"NM_001047902",909,661,841,967,1054,1194,1612,1250,1016
"NM_001047903",0,0,0,0,0,0,0,0,0
"NM_001047906",788,464,578,555,615,582,1134,765,605
"NM_001047907",1497,1025,1109,1130,1234,1371,1997,1125,1121
"NM_001047909",163,92,155,172,163,196,198,240,188
"NM_001047910",258,229,276,252,339,257,166,152,201
"NM_001047912",63,35,42,114,127,86,108,149,156
"NM_001047913",1176,416,366,1763,294,1510,928,1064,546
"NM_001047914",92,63,105,109,95,92,137,107,99
"NM_001047915",665,282,333,311,394,233,645,430,389
"NM_001047916",644,384,455,453,458,545,1036,579,489
"NM_001047917",234,164,180,216,198,202,242,196,155
"NM_001047918",66,40,40,58,52,51,56,33,64
"NM_001047919",6,0,2,2,0,0,0,0,0
"NM_001047920",0,0,0,0,4,0,3,2,0
"NM_001047922",0,0,0,0,0,0,0,0,0
"NM_001047923",0,0,0,0,0,0,0,0,0
"NM_001047924",0,0,0,0,0,0,0,0,0
"NM_001047925",1,2,0,5,4,9,4,5,4
"NM_001047926",0,0,0,0,0,2,2,0,0
"NM_001047927",3,0,4,5,5,3,3,4,3
"NM_001047928",0,0,0,0,0,0,0,0,0
"NM_001047931",0,0,0,0,0,0,0,0,0
"NM_001047934",0,0,0,0,0,1,0,0,0
"NM_001047935",11,3,2,13,6,6,1,8,2
"NM_001047936",0,0,0,0,0,0,0,0,0
"NM_001047937",2,0,0,0,0,0,0,0,0
"NM_001047938",0,0,0,0,0,0,0,0,0
"NM_001047939",103,105,117,80,156,97,98,141,116
"NM_001047940",0,0,0,0,0,0,0,0,0
"NM_001047941",0,0,0,0,0,0,0,0,0
"NM_001047942",0,0,0,0,0,0,0,0,0
"NM_001047943",0,0,0,0,0,1,0,0,0
"NM_001047944",0,0,0,0,0,0,0,0,0
"NM_001047946",0,0,0,0,0,0,0,0,0
"NM_001047947",0,0,0,2,2,3,2,0,0
"NM_001047948",1,0,0,0,0,0,0,0,0
"NM_001047950",0,0,0,0,0,0,0,0,0
"NM_001047951",0,0,0,4,2,0,0,0,0
"NM_001047953",0,0,0,0,0,0,0,0,0
"NM_001047954",84,58,40,22,46,18,197,58,44
"NM_001047955",0,0,0,0,0,0,0,0,0
"NM_001047956",0,0,0,0,0,0,0,0,0
"NM_001047957",0,0,0,0,0,0,11,16,0
"NM_001047958",10,5,13,0,4,0,1,4,4
"NM_001047960",0,0,0,0,0,0,0,0,0
"NM_001047962",0,0,0,0,0,0,0,0,0
"NM_001047963",200,114,171,181,240,253,353,292,221
"NM_001047964",2,0,0,0,0,0,0,0,0
"NM_001047965",82,91,78,530,460,463,30,42,152
"NM_001047967",9,3,7,8,5,2,6,10,9
"NM_001047970",0,0,0,0,0,0,0,0,0
"NM_001047972",141,115,108,150,141,220,295,151,175
"NM_001047974",6,10,2,8,6,4,24,13,16
"NM_001047975",0,0,0,0,0,0,0,0,0
"NM_001047976",0,0,0,0,0,0,0,4,1
"NM_001047977",8,3,5,0,0,4,2,1,6
"NM_001047978",0,0,0,0,0,0,0,0,0
"NM_001047979",0,0,0,0,0,0,0,0,0
"NM_001048042",0,0,0,0,2,0,0,0,0
"NM_001048043",607,411,505,555,609,525,1256,631,600
"NM_001048044",87,74,88,152,134,111,108,94,136
"NM_001048045",0,0,0,0,0,0,0,0,0
"NM_001048075",106,59,51,69,99,102,85,66,65
"NM_001048184",1304,774,768,896,1060,995,2015,1142,1131
"NM_001048185",2574,1871,2425,2661,2812,2344,2095,2437,2412
"NM_001048215",0,0,0,6,0,0,0,0,4
"NM_001048233",167,100,135,156,214,196,270,154,168
"NM_001048243",1176,773,919,1106,1226,1141,1158,1069,964
"NM_001071776",379,206,268,311,354,324,350,286,266
"NM_001071777",4,4,3,20,13,12,4,4,2
"NM_001076553",1,0,0,0,0,0,0,0,0
"NM_001076793",296,109,195,281,238,240,259,291,277
"NM_001077200",375,204,269,317,338,256,739,328,256
"NM_001077201",0,0,0,0,2,0,0,0,0
"NM_001077356",0,0,0,0,0,0,2,0,1
"NM_001077428",239,151,199,217,216,193,345,191,179
"NM_001077429",131,64,81,135,96,94,243,141,124
"NM_001077434",0,0,2,0,0,0,0,4,4
"NM_001077435",6,2,6,0,0,6,11,6,0
"NM_001077585",1708,982,1338,1343,1476,1341,1963,1674,1386
"NM_001077589",8,11,40,16,30,88,14,54,238
"NM_001077590",0,0,0,0,0,0,0,0,0
"NM_001077592",22,6,18,1,11,5,15,8,10
"NM_001077635",567,438,560,474,661,483,517,631,596
"NM_001077640",679,463,197,845,3101,216,463,559,910
"NM_001077641",597,400,507,546,459,584,403,588,384
"NM_001077642",200,104,180,214,222,193,266,290,254
"NM_001077643",18,2,10,33,22,18,29,17,28
"NM_001077644",10,12,6,36,21,14,12,15,9
"NM_001077645",152,102,111,154,154,171,223,163,121
"NM_001077646",6,6,6,14,2,4,4,6,8
"NM_001077647",0,0,2,0,0,0,0,0,0
"NM_001077648",823,729,705,814,792,818,975,773,704
"NM_001077649",4,0,0,4,2,2,0,8,4
"NM_001077650",0,0,0,1,0,0,0,0,0
"NM_001077651",0,0,0,0,0,0,0,0,0
"NM_001077656",0,0,0,0,0,0,0,0,0
"NM_001077659",544,292,398,442,556,524,545,481,398
"NM_001077660",626,432,458,607,653,527,1443,585,570
"NM_001077666",2,2,0,0,0,0,0,0,2
"NM_001077667",76,20,13,10,6,8,94,38,23
"NM_001077668",967,595,606,652,795,745,1278,859,718
"NM_001077669",1391,1382,1602,1842,2274,1285,1033,1428,901
"NM_001077670",869,583,608,750,806,885,2412,1087,818
"NM_001077671",121,63,83,95,91,95,131,117,89
"NM_001077672",194,92,99,110,149,152,360,246,221
"NM_001077673",44,24,23,15,18,14,97,110,44
"NM_001077674",165,52,60,141,121,133,275,120,82
"NM_001077675",6,2,2,5,0,1,3,6,2
"NM_001077676",1100,746,746,849,992,886,1712,957,813
"NM_001077677",0,0,0,0,2,6,12,6,0
"NM_001077678",0,0,0,0,0,0,0,0,0
"NM_001077679",183,124,185,195,251,234,341,206,216
"NM_001077680",0,0,0,0,0,0,0,0,0
"NM_001077681",0,0,0,0,0,0,0,0,0
"NM_001077682",0,0,0,0,0,0,0,0,0
"NM_001077683",601,521,551,617,727,766,560,373,565
"NM_001077826",13,4,5,5,6,2,0,2,0
"NM_001078647",0,8,1,0,3,1,5,4,2
"NM_001078648",0,0,0,0,0,0,0,0,0
"NM_001079531",649,495,595,744,840,727,848,1077,994
"NM_001079689",0,0,0,0,0,0,0,0,0
"NM_001079698",772,491,618,785,886,792,930,664,648
"NM_001079699",673,505,556,296,349,405,1496,585,370
"NM_001079700",760,633,615,539,601,499,1992,796,697
"NM_001079701",0,4,8,0,0,0,0,0,0
"NM_001079705",45,16,18,14,28,23,103,45,22
"NM_001079706",62,39,60,20,50,67,89,126,73
"NM_001079707",0,0,0,0,0,0,0,0,0
"NM_001079708",4,0,2,0,1,0,5,3,0
"NM_001079709",152,306,91,355,274,934,305,373,983
"NM_001079710",8,0,8,13,6,4,0,6,8
"NM_001079711",48,15,20,10,23,18,54,82,32
"NM_001079712",1,3,0,0,2,1,0,0,2
"NM_001079766",1075,696,779,922,1146,1041,1371,922,815
"NM_001079838",0,0,0,0,0,0,0,0,0
"NM_001079884",106,46,82,115,136,69,105,100,66
"NM_001079885",0,0,0,0,0,0,0,0,0
"NM_001079886",196,104,171,133,203,128,233,217,161
"NM_001079887",605,440,611,684,721,681,806,530,519
"NM_001079888",4,6,9,27,13,10,11,8,7
"NM_001079889",2218,1998,3308,1710,3244,3198,3874,2406,2920
"NM_001079890",0,0,4,4,0,4,154,4,2
"NM_001079891",152,82,84,46,50,44,130,50,114
"NM_001079892",155,128,144,121,143,104,184,136,139
"NM_001079893",0,1,2,0,0,0,0,1,0
"NM_001079894",871,375,444,424,415,399,1435,546,762
"NM_001079895",235,129,173,279,259,175,316,263,219
"NM_001079896",36,38,30,58,46,26,44,22,34
"NM_001079897",441,213,315,316,346,251,506,412,286
"NM_001079898",0,0,0,0,0,0,0,0,0
"NM_001079899",3872,2278,2813,2752,2758,2664,5483,3588,3047
"NM_001079936",3360,2625,2782,3784,4427,3939,3735,3381,3378
"NM_001079937",156,40,56,20,26,3,55,224,136
"NM_001079938",105,67,133,98,149,131,125,124,70
"NM_001079939",1283,749,997,1080,1101,1091,1314,1076,839
"NM_001079940",351,329,345,443,482,407,600,398,400
"NM_001079941",265,185,214,212,290,295,334,214,213
"NM_001079942",10,8,2,8,9,4,78,24,1
"NM_001079943",122,77,112,110,153,139,148,121,135
"NM_001080096",0,0,5,0,0,0,1,5,2
"NM_001080147",3704,2424,3087,3472,4029,3664,4563,4231,3922
"NM_001080148",20355,12880,14091,10442,12558,7738,4869,10139,10055
"NM_001080149",0,0,0,0,0,0,0,0,0
"NM_001080150",24,11,20,12,18,22,19,23,16
"NM_001080151",645,337,494,420,443,352,523,515,471
"NM_001080153",19,21,11,16,19,19,28,29,30
"NM_001080207",452,296,441,448,552,424,652,546,417
"NM_001080208",0,0,0,0,0,0,0,0,0
"NM_001080380",198,54,148,198,188,230,752,494,216
"NM_001080756",8,0,2,8,10,22,4,6,2
"NM_001080782",120,57,98,149,113,134,218,212,152
"NM_001080783",257,244,260,350,343,266,255,272,247
"NM_001080789",12,7,11,5,3,8,10,6,9
"NM_001080905",0,0,0,0,0,0,0,0,0
"NM_001080907",179,105,96,80,100,85,433,140,98
"NM_001080937",0,0,0,0,0,0,0,0,0
"NM_001080938",0,0,0,0,0,0,0,0,0
"NM_001080939",0,0,0,0,0,0,0,0,0
"NM_001081444",29,20,9,34,31,20,10,19,18
"NM_001081447",408,268,284,376,401,348,547,295,325
"NM_001081451",6,4,6,10,8,6,16,13,19
"NM_001081634",360,264,330,242,312,299,806,374,331
"NM_001081660",0,0,0,0,0,0,0,0,0
"NM_001081751",0,0,0,0,2,0,2,0,0
"NM_001081958",630,370,504,575,648,553,866,770,496
"NM_001081972",0,0,0,0,0,0,0,0,0
"NM_001081973",0,0,0,0,0,0,0,0,0
"NM_001081974",7,7,2,2,4,1,7,4,6
"NM_001081980",37,24,22,34,25,57,28,13,22
"NM_001082409",56,42,39,48,52,32,67,44,54
"NM_001082410",54,58,44,61,53,104,78,18,34
"NM_001082477",0,0,0,0,0,0,0,0,0
"NM_001082478",0,0,0,0,0,0,0,0,0
"NM_001082479",0,0,0,0,0,0,0,0,0
"NM_001082539",0,0,0,0,0,0,0,0,0
"NM_001082540",0,0,0,0,0,0,0,0,0
"NM_001082541",0,0,0,0,0,0,0,0,0
"NM_001082549",28,20,34,12,24,26,23,17,19
"NM_001082572",229,211,236,340,395,352,222,276,319
"NM_001082574",459,292,381,419,392,363,477,326,320
"NM_001082580",16,9,12,16,15,10,5,9,13
"NM_001082977",150,97,97,191,216,199,169,105,195
"NM_001083115",0,0,0,0,0,0,0,0,0
"NM_001083122",0,1,0,0,0,0,2,0,0
"NM_001083313",1105,655,803,966,1155,960,1624,1093,968
"NM_001083336",75,67,105,113,149,127,63,77,116
"NM_001083337",155,81,77,90,153,127,417,169,126
"NM_001083338",213,113,182,156,170,118,471,320,134
"NM_001083586",0,0,0,0,0,0,0,0,0
"NM_001083624",1257,870,1100,1119,1305,1145,2615,1608,1030
"NM_001083811",2,2,0,0,0,0,0,2,2
"NM_001083898",22,8,18,17,6,8,2915,213,141
"NM_001083911",16,13,8,16,26,23,8,19,8
"NM_001083933",0,0,0,0,0,0,0,0,0
"NM_001083940",0,0,0,0,0,0,0,0,0
"NM_001083966",504,354,397,441,590,593,882,532,387
"NM_001085352",8502,7902,9567,21634,17997,14100,11175,14747,19228
"NM_001085353",62,22,38,56,64,55,67,56,43
"NM_001085369",6,0,5,0,7,0,1,9,6
"NM_001085397",0,0,0,0,0,0,0,0,0
"NM_001085402",0,0,0,8,0,1,0,0,0
"NM_001085403",12,4,4,6,4,4,5,4,2
"NM_001085404",23,17,11,44,44,51,31,53,26
"NM_001085405",0,0,0,0,0,0,0,0,0
"NM_001085475",0,2,2,0,0,0,0,0,0
"NM_001085485",1401,1154,1433,1616,2086,1846,1092,1383,1490
"NM_001097581",392,212,248,366,351,344,468,339,338
"NM_001097582",132,30,56,83,98,63,78,52,74
"NM_001098216",183,146,172,209,195,192,134,115,122
"NM_001098240",899,518,729,641,755,652,1092,670,749
"NM_001098241",15,7,5,15,11,22,29,16,21
"NM_001098667",205,149,152,210,212,168,295,161,177
"NM_001098674",52,20,18,6,16,16,49,95,38
"NM_001098724",2,5,2,14,2,12,9,11,11
"NM_001098727",669,569,518,709,732,777,917,677,696
"NM_001098782",6205,3353,4164,4764,5720,4737,5514,4542,4924
"NM_001098788",368,196,180,344,450,327,185,142,300
"NM_001098793",205,148,139,127,180,170,304,152,146
"NM_001098803",115,40,52,82,99,75,193,122,98
"NM_001098838",0,0,0,0,0,0,0,0,0
"NM_001099340",188,98,120,177,189,177,414,245,176
"NM_001099361",0,0,0,0,0,0,0,0,0
"NM_001099457",0,0,0,0,0,0,0,0,0
"NM_001099458",0,0,0,0,0,0,0,0,0
"NM_001099459",0,0,0,0,0,0,0,0,0
"NM_001099460",0,0,0,0,0,0,0,0,0
"NM_001099461",0,0,0,0,0,0,0,0,0
"NM_001099462",0,0,0,0,0,0,0,0,0
"NM_001099463",0,0,0,0,0,0,0,0,0
"NM_001099464",0,0,0,0,0,0,0,0,0
"NM_001099465",0,0,0,0,0,0,0,0,0
"NM_001099466",0,0,0,0,0,0,0,0,0
"NM_001099467",0,0,0,0,0,0,0,0,0
"NM_001099468",0,0,0,0,0,0,0,0,0
"NM_001099469",0,0,0,0,0,0,0,0,0
"NM_001099470",0,0,0,0,0,0,0,0,0
"NM_001099471",0,0,0,0,0,0,0,0,0
"NM_001099472",0,0,0,0,0,0,0,0,0
"NM_001099473",0,0,0,0,0,0,0,0,0
"NM_001099474",0,0,0,0,0,0,0,0,0
"NM_001099476",0,0,0,0,0,0,0,0,0
"NM_001099477",0,0,0,0,0,0,0,0,0
"NM_001099479",0,0,0,0,0,0,0,0,0
"NM_001099480",0,0,0,0,0,2,0,0,0
"NM_001099481",0,0,0,0,0,0,0,0,0
"NM_001099482",0,0,0,0,0,0,0,0,0
"NM_001099483",0,0,0,0,0,0,0,0,0
"NM_001099484",0,0,0,0,0,0,0,0,0
"NM_001099485",0,0,0,0,0,0,2,1,0
"NM_001099486",0,0,0,0,0,0,0,0,0
"NM_001099487",0,0,6,0,0,0,2,0,0
"NM_001099488",0,0,0,0,0,0,0,0,0
"NM_001099489",0,0,0,0,0,0,0,0,0
"NM_001099490",0,0,0,0,0,0,0,0,0
"NM_001099491",0,0,0,0,0,0,0,0,0
"NM_001099492",0,0,0,0,0,0,0,0,0
"NM_001099493",0,0,0,0,0,0,0,0,0
"NM_001099494",0,0,0,0,0,0,0,0,0
"NM_001099495",0,0,0,0,0,0,0,0,0
"NM_001099496",0,0,0,0,0,0,0,0,0
"NM_001099497",0,0,0,0,0,0,0,0,0
"NM_001099498",5,2,10,33,16,14,27,33,14
"NM_001099499",0,0,0,0,0,0,0,0,0
"NM_001099500",0,0,0,0,0,0,0,0,0
"NM_001099502",0,0,0,0,0,0,0,0,0
"NM_001099503",0,0,0,0,0,0,0,0,0
"NM_001099504",0,0,0,0,0,0,0,0,0
"NM_001099505",0,0,0,0,0,0,0,0,0
"NM_001099506",0,0,0,0,0,0,0,0,0
"NM_001099507",0,0,0,0,0,0,0,0,0
"NM_001099508",0,0,0,0,0,0,0,0,0
"NM_001099509",2,0,0,0,0,0,0,0,0
"NM_001099510",0,0,0,0,0,0,0,0,0
"NM_001099511",0,0,0,0,0,0,0,0,0
"NM_001099512",0,0,0,0,0,0,0,0,0
"NM_001099513",0,0,0,0,0,0,0,0,0
"NM_001099514",0,0,0,0,0,0,0,0,0
"NM_001099515",0,0,0,0,0,0,0,0,0
"NM_001099516",0,0,0,0,0,0,0,0,0
"NM_001099517",0,0,0,0,0,0,0,0,0
"NM_001099519",0,0,0,0,0,0,0,0,0
"NM_001099647",268,202,243,258,252,260,615,360,330
"NM_001099649",0,0,0,0,0,0,0,0,0
"NM_001099654",0,0,0,0,0,0,0,0,0
"NM_001099655",6,0,0,0,2,2,2,8,2
"NM_001099656",0,0,0,0,0,0,0,0,0
"NM_001099657",0,0,0,0,0,0,0,0,0
"NM_001099659",0,0,0,0,0,0,0,0,0
"NM_001099758",204,147,257,276,359,275,233,181,227
"NM_001100123",0,0,0,0,2,6,4,6,4
"NM_001100136",340,157,299,282,271,256,506,371,348
"NM_001100171",34,30,31,76,39,38,9,18,25
"NM_001100172",4,0,0,2,2,0,0,0,0
"NM_001100174",0,0,0,0,0,0,0,0,0
"NM_001100175",58,37,39,63,52,61,60,24,13
"NM_001100470",1452,939,1025,787,944,949,2741,1338,963
"NM_001100471",799,498,634,628,738,779,1094,815,693
"NM_001100472",720,564,671,899,892,990,1675,954,786
"NM_001100473",6,2,2,0,4,6,6,0,6
"NM_001100474",154,115,122,55,111,74,74,155,169
"NM_001100475",531,315,379,506,710,425,595,529,424
"NM_001100476",1232,991,1157,1034,1448,1840,736,464,812
"NM_001100477",306,27,4696,102,1501,4602,107,290,184
"NM_001100479",292,214,298,314,382,420,557,476,318
"NM_001100480",279,181,248,287,288,274,330,271,253
"NM_001100482",0,0,0,0,0,0,0,0,0
"NM_001100485",0,0,0,0,0,0,0,0,0
"NM_001100487",0,0,0,0,2,0,0,0,0
"NM_001100488",0,2,0,0,2,2,2,0,0
"NM_001100489",6,0,4,2,2,2,0,2,4
"NM_001100491",0,0,0,0,0,0,0,0,0
"NM_001100492",3,0,2,3,0,3,4,1,2
"NM_001100493",397,301,337,340,427,335,554,366,408
"NM_001100494",666,368,430,527,643,535,981,637,597
"NM_001100496",1502,1012,838,1263,1209,1153,1714,1184,1347
"NM_001100497",0,0,0,0,0,0,0,0,0
"NM_001100499",238,160,161,199,213,184,1042,369,303
"NM_001100501",1046,664,765,931,1054,959,2040,1326,1178
"NM_001100502",4162,4183,4699,6537,8981,6018,10656,5760,8508
"NM_001100504",657,481,519,657,858,709,1139,725,659
"NM_001100505",950,559,680,807,764,730,930,744,621
"NM_001100506",613,476,571,707,856,572,1300,590,586
"NM_001100507",1348,1113,1010,1853,1884,1563,1203,733,962
"NM_001100508",325,219,263,396,428,365,411,438,358
"NM_001100509",1975,1347,1579,2067,2166,1718,2940,1789,1476
"NM_001100510",156,93,140,160,170,165,196,201,119
"NM_001100511",350,210,206,217,227,297,683,326,250
"NM_001100512",3741,4726,5055,5858,7509,6195,1972,3400,4573
"NM_001100514",305,163,244,100,150,116,404,254,147
"NM_001100515",898,632,688,893,1046,1007,1221,959,872
"NM_001100516",4,4,13,20,34,28,79,22,20
"NM_001100517",7858,3933,4772,6429,7253,7050,8695,6247,5442
"NM_001100518",766,467,621,682,757,722,1132,1065,808
"NM_001100519",1050,588,833,1005,1174,782,1611,1090,797
"NM_001100520",1226,663,935,996,1050,1069,2129,1059,916
"NM_001100521",0,0,0,0,0,1,0,0,2
"NM_001100523",0,0,0,0,0,0,0,0,0
"NM_001100524",141,136,207,293,360,329,317,308,248
"NM_001100527",30,28,24,58,79,30,28,29,67
"NM_001100528",0,0,0,0,0,0,0,0,0
"NM_001100529",794,574,562,623,642,624,989,638,582
"NM_001100531",2,1,0,0,0,0,0,0,0
"NM_001100532",1175,868,1014,940,1145,967,1827,1223,1125
"NM_001100533",351,268,342,442,531,402,384,241,290
"NM_001100534",7878,3589,5229,3804,4356,4522,14905,9958,7427
"NM_001100535",22,18,32,26,18,12,16,13,4
"NM_001100536",286,194,202,236,279,297,528,359,263
"NM_001100538",2041,1091,1465,1285,1390,1414,8684,5595,3158
"NM_001100539",2646,2108,2583,4062,4457,3757,3382,2797,3368
"NM_001100540",1016,754,811,1105,1191,960,1192,1160,1002
"NM_001100541",20,26,14,24,34,14,12,12,2
"NM_001100542",2012,1331,1472,1644,1536,1428,3964,2861,1863
"NM_001100547",299,208,227,300,254,312,798,462,356
"NM_001100548",1126,791,1013,1401,1374,1440,1231,1204,1120
"NM_001100549",608,522,709,783,878,809,1006,792,771
"NM_001100550",541,370,409,491,601,546,872,609,489
"NM_001100551",157,139,142,153,195,197,184,161,150
"NM_001100556",233,128,146,174,173,253,562,267,184
"NM_001100557",0,0,0,0,0,0,0,0,0
"NM_001100558",49,24,24,58,43,60,70,64,48
"NM_001100559",628,460,504,591,642,624,839,496,628
"NM_001100560",1506,853,1158,1054,1430,946,1741,716,773
"NM_001100561",189,154,224,290,359,392,134,168,249
"NM_001100562",398,215,276,213,254,231,704,363,292
"NM_001100563",130,69,114,100,149,117,263,124,138
"NM_001100564",513,295,287,390,409,338,689,616,388
"NM_001100565",208,215,202,231,238,209,270,202,203
"NM_001100566",0,0,0,0,0,0,0,0,0
"NM_001100568",968,700,741,887,836,954,1510,767,679
"NM_001100570",886,631,719,793,858,675,1163,916,636
"NM_001100572",2024,804,1044,1062,934,950,4412,1595,1111
"NM_001100574",226,169,266,294,323,358,241,267,174
"NM_001100575",33,4,27,27,33,40,41,74,43
"NM_001100576",169,133,166,168,182,239,672,554,143
"NM_001100577",146,42,63,123,83,98,170,120,109
"NM_001100579",693,456,465,548,618,532,979,710,548
"NM_001100581",6,0,0,0,0,0,0,2,0
"NM_001100582",1206,820,1200,1689,2370,1753,616,794,1406
"NM_001100584",1513,1459,1844,2432,2749,2766,1089,1331,1421
"NM_001100585",505,315,262,298,426,321,682,359,337
"NM_001100630",277,154,191,221,224,203,399,328,282
"NM_001100634",4,0,2,10,10,2,12,0,2
"NM_001100635",4,8,6,9,11,8,10,2,5
"NM_001100636",1211,902,1024,1219,1246,1184,1707,1082,1178
"NM_001100637",725,459,561,687,722,749,995,839,690
"NM_001100639",67,30,54,37,48,46,42,34,15
"NM_001100640",179,97,108,49,116,117,74,90,56
"NM_001100641",0,0,0,0,0,0,0,0,0
"NM_001100645",66,21,35,21,22,22,109,91,41
"NM_001100647",1167,750,879,978,980,971,1362,850,817
"NM_001100648",0,0,0,0,0,0,0,0,0
"NM_001100651",309,168,250,299,440,320,843,394,420
"NM_001100652",479,287,308,459,371,434,989,401,419
"NM_001100653",28,12,6,10,18,6,32,19,4
"NM_001100655",0,0,0,2,0,2,2,6,0
"NM_001100657",0,2,0,2,0,2,0,2,0
"NM_001100658",16293,10074,12324,12599,13883,12173,35878,19639,18371
"NM_001100659",552,389,459,510,604,603,752,519,519
"NM_001100660",489,316,410,496,491,406,712,446,484
"NM_001100661",2851,1485,1919,1594,1834,1872,3292,3093,2076
"NM_001100662",4957,2502,3167,3471,3876,3565,9030,5699,3936
"NM_001100665",349,315,481,470,451,407,596,550,546
"NM_001100666",28,19,16,28,44,34,28,26,16
"NM_001100667",123,81,118,129,165,118,219,202,150
"NM_001100669",1316,1077,1207,1550,1933,1746,1368,1436,1492
"NM_001100671",3400,2177,2272,3221,3625,2478,2863,3394,2453
"NM_001100672",292,239,300,345,352,390,590,372,327
"NM_001100673",881,432,645,579,688,544,897,678,526
"NM_001100674",1042,842,1085,1080,1223,1192,1760,1408,1199
"NM_001100678",529,402,432,425,592,481,779,430,419
"NM_001100679",344,277,347,546,462,416,553,566,462
"NM_001100680",694,350,461,496,549,515,1219,832,776
"NM_001100681",0,0,0,0,0,0,0,0,0
"NM_001100682",21,14,26,25,31,20,25,4,22
"NM_001100683",167,151,137,195,284,176,64,34,90
"NM_001100684",521,303,466,468,477,480,917,324,357
"NM_001100685",94,71,161,191,187,196,121,231,228
"NM_001100690",349,352,396,256,398,280,272,597,281
"NM_001100691",2307,1576,1880,2053,2164,1901,2318,2091,1934
"NM_001100692",2279,1565,1682,2034,2031,2090,4013,2686,1882
"NM_001100697",16,12,0,12,10,22,52,16,12
"NM_001100698",418,317,324,376,382,387,669,354,341
"NM_001100700",0,2,0,6,0,2,4,0,0
"NM_001100702",97,54,87,83,95,70,142,84,78
"NM_001100704",81,52,76,121,150,123,105,105,96
"NM_001100706",280,187,252,284,321,274,684,192,196
"NM_001100707",1406,1234,1416,1783,2171,1712,1440,1580,1538
"NM_001100708",146,91,83,172,135,144,379,149,123
"NM_001100709",72,40,42,75,74,60,71,33,65
"NM_001100710",439,256,276,312,314,340,641,438,462
"NM_001100713",69,39,68,24,43,42,121,50,25
"NM_001100716",1081,789,865,1114,1109,1133,1300,1047,981
"NM_001100717",649,419,483,523,556,579,907,708,567
"NM_001100718",1346,1108,1091,1047,1397,1580,3129,1030,1131
"NM_001100719",3323,2042,2297,2971,3536,2674,6379,4307,3088
"NM_001100722",2,0,0,2,4,0,10,2,0
"NM_001100723",863,529,518,485,564,568,1677,910,574
"NM_001100724",0,2,4,0,0,2,2,0,0
"NM_001100725",334,162,202,240,260,237,580,321,282
"NM_001100727",694,422,482,577,573,554,1314,482,499
"NM_001100728",355,215,225,303,322,276,647,393,338
"NM_001100729",366,335,363,630,656,524,651,465,446
"NM_001100730",4926,4640,6105,8408,8907,7933,6432,7584,6824
