"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NM_001107834",64.4911965132433,0.0250236556384967,0.187103398784344,0.823001542944205,0.95196447469825
"NM_001107835",1064.26987048334,-0.0511006991729905,0.117990904307709,0.613669670540778,0.869671028535183
"NM_001107837",23.5501724098391,-0.159647419831548,0.283547146219543,0.100548753510345,0.385611704563276
"NM_001107838",448.365265650309,-0.155182729494059,0.139220981651626,0.170235135950942,0.497974941900163
"NM_001107839",195.759430306333,-0.275140809319418,0.190377847891065,0.0464204827194678,0.246426316883237
"NM_001107840",71.6177343809144,-0.070283503976341,0.204728673587279,0.513751003823742,0.812150923153814
"NM_001107841",918.160453679032,-0.00939235832613651,0.123335685950378,0.927141267653046,0.978864596265774
"NM_001107842",410.597323472794,0.0193922961346122,0.137117361661346,0.861943807884125,0.960235496354363
"NM_001107844",347.008224610846,0.0955027421677712,0.140012832754915,0.396998353659837,0.735019581020233
"NM_001107845",1533.0641484713,-0.199750168966249,0.148637161714617,0.0920729268289326,0.368085650784222
"NM_001107846",9.07839762903282,-0.0208379794016958,0.222328215395793,0.748659089672939,0.924332233972418
"NM_001107847",131.075216186151,0.195501445300806,0.196926202224496,0.142526597186027,0.4634708946116
"NM_001107848",52.0953687030696,-0.00128026217927073,0.186243148418224,0.990574475782602,0.997836205962211
"NM_001107849",138.230250929205,-0.0601814527324192,0.166406907353145,0.607416928903097,0.866560227651115
"NM_001107850",277.295646313988,0.0469294780422278,0.146071230529329,0.680922865032697,0.899116824863921
"NM_001107853",1887.90840811464,-0.25138824009736,0.120263162318639,0.0160143705826062,0.125194765794583
"NM_001107855",390.491707323351,0.0904685325365743,0.134010881226335,0.410762566061628,0.745767198082445
"NM_001107857",130.9405572083,-0.223270768584021,0.331967761035867,0.0678143486550919,0.309517920729479
"NM_001107858",958.287729334705,-0.404440105791746,0.179318303989624,0.0045142730041977,0.0512823256905886
"NM_001107859",211.818284391062,-0.0443278789693767,0.148579937519742,0.696484637861289,0.904888811581944
"NM_001107861",730.907970680917,0.207949288529937,0.160848973962337,0.0939798434359818,0.372511594879769
"NM_001107862",335.658207902026,0.0376941109448664,0.143146859903905,0.739178615609169,0.919315017740836
"NM_001107863",796.314968058819,-0.283107211960955,0.246434250446806,0.0595980011696005,0.285675928683264
"NM_001107864",484.070311983398,-0.0450761244188444,0.141951413552403,0.686174687045686,0.900442518889276
"NM_001107865",616.135319086795,-0.0877906575091418,0.130896530981951,0.416894469279436,0.750653682983954
"NM_001107866",31.8807324045774,-0.0136536696938702,0.203525414737875,0.886821785089157,0.968327229950518
"NM_001107868",905.314996125121,-0.194578575545585,0.148235618941071,0.0994652443806555,0.383753955821406
"NM_001107869",286.131359123475,-0.126966930609133,0.170235332222645,0.299121019915406,0.65748682481992
"NM_001107870",174.899620062192,0.385921689943025,0.246047999191749,0.0193165409669632,0.141320604835435
"NM_001107871",9.75250241872041,0.0743194243123578,0.233879820976755,0.323913129956911,0.678994900621587
"NM_001107872",283.031905191769,-0.00525748737952299,0.138417985648534,0.974952077588299,0.992075986669646
"NM_001107873",180.537240046095,0.130825060473516,0.182343526334841,0.293222920444678,0.651014822252628
"NM_001107874",1138.03112280694,-0.154567379110465,0.12266152282295,0.139193168505827,0.459336497009924
"NM_001107875",364.535432285596,0.0407702084577493,0.137034063463881,0.71342786466937,0.911531717739149
"NM_001107876",131.494643165146,0.00237695914390481,0.15974725960198,0.986236990323662,0.996088207905108
"NM_001107877",265.127255432643,-0.22247729014546,0.206086771637334,0.103591369151527,0.392749967572643
"NM_001107879",600.509691020875,-0.050990829313885,0.136569034648836,0.643716830563128,0.884765478052169
"NM_001107880",676.513881245569,-0.0871096042692174,0.125323722320536,0.408444284973628,0.743748869579909
"NM_001107881",800.375302048342,-0.0467059429829131,0.135966055584366,0.670348263370584,0.893675280819846
"NM_001107882",2190.84206463157,-0.233529706447826,0.154615201372526,0.0561678219160718,0.277039445603524
"NM_001107883",1174.12002058249,-0.351257792535051,0.143672341968922,0.00374773881592828,0.0453878696374229
"NM_001107884",438.728181932829,-0.177268881182562,0.192711947281389,0.172949590686398,0.502350599722715
"NM_001107885",155.183499077989,-0.174687222087109,0.200386039026075,0.180934354221383,0.515297332935501
"NM_001107886",115.008346644176,0.0315373085376481,0.173039430062208,0.788622346253241,0.937727656653087
"NM_001107887",985.261027748778,-0.00205750781826291,0.181438135012241,0.982769822341305,0.994735755457932
"NM_001107888",212.546266228651,0.0570346658386483,0.176370867588143,0.627298668191833,0.877206180387141
"NM_001107889",2894.06243092137,-0.0355079079891499,0.103703056403931,0.699601395321185,0.905054282409098
"NM_001107890",385.624852258946,-0.024661095763411,0.138613354407972,0.818284710735493,0.949488731778886
"NM_001107891",2064.28958946583,-0.206853910307095,0.14169098225195,0.0713809713152605,0.319608126416496
"NM_001107892",1908.80713341774,0.157570200304619,0.158602800181981,0.195326875039497,0.537266105951665
"NM_001107894",1789.3185945655,-0.0605808291451278,0.104643038706891,0.515443734883248,0.813746641696664
"NM_001107895",162.566331370108,-0.040992723626436,0.154498443206587,0.719394979986253,0.91349163927462
"NM_001107896",1186.48399206493,-0.227785937787976,0.133977579766523,0.0432972872606827,0.236186181344656
"NM_001107898",28.4813070581067,-1.17219452699362,0.521425848151315,0.00096941422620942,0.0162855512171043
"NM_001107899",127.649793240275,-0.0841600768866226,0.17044958197061,0.479645181323594,0.793706508171419
"NM_001107901",1133.06172509733,-0.031586099857156,0.120802819845545,0.765599482234555,0.930250632603905
"NM_001107902",66.4972232968859,0.10532231523396,0.19170630283406,0.383912822865552,0.723922877458302
"NM_001107903",145.61611166865,0.3297965054248,0.249879627739276,0.0371380596271528,0.213513646723369
"NM_001107904",347.993397711035,0.0094098224931599,0.132540991607791,0.932057169770476,0.980283812283062
"NM_001107905",87.9450434687466,0.325325309418772,0.243295160075,0.0378846815342249,0.216328192159735
"NM_001107908",2044.46364859429,-0.356025492336177,0.177745223748836,0.0102456138799396,0.0916631799375563
"NM_001107909",23.3541575834076,0.878420259359102,0.852200246597533,0.00745413926050525,0.0727627182095586
"NM_001107910",617.199689064065,-0.00581053195895842,0.113462274423562,0.952163591796554,0.985447023645757
"NM_001107911",279.238028530054,0.0391509531422731,0.149625886393197,0.733850392591463,0.918630821113369
"NM_001107912",202.481978057836,0.81564468491291,0.26703660092631,0.000154160371751398,0.00359193666180758
"NM_001107913",23.8886973414379,0.190115017603585,0.282619437638167,0.116745480630281,0.4193291090467
"NM_001107915",694.083880859089,0.0389608215643544,0.111971946851706,0.691537231862783,0.903194262199477
"NM_001107916",120.867564103122,0.0743326337034494,0.176296976611542,0.531562913126392,0.821618792462972
"NM_001107917",547.026148647753,0.0510801881270553,0.133762789048954,0.641400761177753,0.884051636243877
"NM_001107918",220.696042432689,-0.181296408436879,0.164253981464604,0.143880004731408,0.46476970786957
"NM_001107919",192.979934267587,0.142127087933296,0.1637048860617,0.24387633668175,0.601580339828538
"NM_001107920",958.064840342846,-0.186013269969099,0.117781617753805,0.0674043900379086,0.308603268870698
"NM_001107921",222.718503848055,0.105523389486549,0.171289231278478,0.384368453942486,0.724280759455246
"NM_001107922",226.529487935939,-0.147020468613799,0.182147741443855,0.241799405982084,0.598661592357583
"NM_001107923",390.720515343073,-0.0825593768506529,0.16375781099276,0.484920995365315,0.796655920957304
"NM_001107924",513.705823720154,-0.0382904200028624,0.128533006480834,0.719268016339643,0.91349163927462
"NM_001107928",770.792356047426,0.1851354603776,0.129404750172318,0.0891872621256837,0.362636219826661
"NM_001107929",438.529464953065,0.0959894586786199,0.129297139624312,0.374017791849513,0.716739262121058
"NM_001107930",335.665050284866,-0.652903590902111,0.394766038144029,0.00573004370173054,0.0607166472652393
"NM_001107932",147.007890878736,0.0118753145102121,0.14943761060463,0.9186542486581,0.976056355536902
"NM_001107933",543.09627557476,0.0733776920324368,0.119994874123466,0.47490049917962,0.790982590180615
"NM_001107934",1418.39890487117,-0.208343636590791,0.130434268167394,0.0573193736523266,0.280268725732498
"NM_001107935",551.270320718632,0.0429528438092933,0.133853324919964,0.696007678372138,0.90465805200007
"NM_001107936",146.985395933947,-0.0347647038606087,0.154539652651543,0.760679377021863,0.928673812425175
"NM_001107938",143.699620197943,0.232852278743661,0.260288452629676,0.10170331787837,0.388620116634195
"NM_001107940",1069.41684590858,0.403731560590988,0.204496773863362,0.00857093645860751,0.0804407153794705
"NM_001107942",10.4007340164595,-0.0191043165090022,0.220135930501873,0.784547371360609,0.935971107605127
"NM_001107943",622.734838632773,1.06696111621974,0.254782196299539,1.73906022043061e-06,7.43003401399328e-05
"NM_001107944",1153.8044765981,-0.0752992628786363,0.114806060270991,0.449160455710281,0.77484335494975
"NM_001107946",1409.89154292313,-0.22044443298313,0.134127128229345,0.0488119004622761,0.254705914875694
"NM_001107947",114.536862300463,-1.14080486721742,0.517087391097383,0.00103705929327808,0.0170812736357554
"NM_001107948",485.401309422,0.100310536797815,0.135830850687773,0.365911308258926,0.711493215220078
"NM_001107950",268.878934310577,-0.0662978398100738,0.141574471998973,0.554774385423694,0.834849662658261
"NM_001107951",8.26008866648583,-0.0153706986829591,0.221327907833276,0.815945734567012,0.94872058831517
"NM_001107952",665.585728387147,0.0740256574700581,0.135122802995201,0.502456397220617,0.805945475218583
"NM_001107953",772.552949687515,0.145470233943615,0.145021079053771,0.208598950029213,0.555216675749553
"NM_001107954",104.154252128382,-0.0299904677270801,0.174448583537027,0.793283060129029,0.939077516949739
"NM_001107955",1004.79457775896,-0.00916241866013026,0.122175202161533,0.925968935173617,0.978652511580697
"NM_001107956",15.4422669355238,-0.00702658722892715,0.214685915175842,0.927980989321068,0.978864596265774
