"","SRR1177987","SRR1177988","SRR1177989","SRR1177973","SRR1178016","SRR1178019"
"NM_001000121",71.0081759508958,47.7813340571264,30.7602205489324,80.2103110802658,15.706496741892,66.7632594879577
"NM_001000750",41.4214359713559,10.8184152582173,6.68700446715921,171.700197156194,146.593969590992,137.305571399762
"NM_001000913",0.986224665984664,7.21227683881154,7.35570491387513,13.7861472169207,13.6122971763064,5.03873656512888
"NM_001001504",429.993954369313,333.567803795034,531.616855139157,507.580874804807,574.857780753249,579.454704989821
"NM_001001505",4810.80392067319,5922.18081926912,3928.61512445604,4647.1848982129,3798.87801197229,4546.20006588753
"NM_001001507",788.979732787731,654.514123122147,697.454565924706,577.764897000039,384.285620284959,896.895108592941
"NM_001001509",11109.8208623172,3117.50666357629,2002.75783791418,7414.44063048207,9075.21381746523,5198.71645107172
"NM_001001511",209.079629188749,260.543500802067,120.366080408866,105.276033292849,95.2860802341451,137.305571399762
"NM_001001512",2666.75149682253,2449.46952138137,1652.35880383504,3262.30374596768,3323.49471058436,3695.91327052203
"NM_001001513",222.886774512534,182.109990179991,225.352050543265,182.979772151856,164.39466589847,200.289778463873
"NM_001001515",316.578117781077,584.194423943734,250.76266751847,364.706258193083,339.260329624868,359.009980265433
"NM_001001517",1018.77007996216,961.035888771637,1008.40027364761,1081.58591347296,1138.19746389578,1155.1303575558
"NM_001001718",389.558743063942,451.668837030572,641.283728400568,349.666824865534,387.426919633337,379.164926525948
"NM_001001719",137.085228571868,295.703350391273,57.5082384175692,91.4898860759281,52.3549891396402,64.2438912053932
"NM_001001720",61.1459292910491,83.8427182511841,72.8883486920354,52.6380166464244,74.344084578289,50.3873656512888
"NM_001001800",683.453693527372,500.35170569255,383.165355968223,864.767416334115,832.444327320279,899.414476875505
"NM_001001801",40.4352113053712,73.0243029929668,51.4899343971259,47.6248722039078,50.2607895740546,52.9067339338533
"NM_001002016",1625.29824954273,2489.13704399483,3813.5986476209,1586.66021605651,1367.5123163274,1410.84623823609
"NM_001002022",888.588424052182,1378.44641081785,995.026264713291,986.336169065143,979.038296911271,1088.36709806784
"NM_001002253",412.241910381589,473.305667547007,510.887141290964,459.956002600899,574.857780753249,492.536499241348
"NM_001002277",135.112779239899,107.282617977322,179.211719719867,156.660763828644,125.651973935136,196.510726040026
"NM_001002278",368.848025078264,278.574192899096,274.167183153528,367.212830414342,347.637127887211,324.998508450813
"NM_001002279",214.996977184657,136.131725332568,214.652843395811,176.713341598711,191.619260251083,143.603992106173
"NM_001002289",231.762796506396,287.58953894761,171.856014805992,206.79220825381,182.195362205948,289.727352494911
"NM_001002798",419.145483043482,453.471906240275,393.195862668962,471.235577596561,519.36149226523,453.486290861599
"NM_001002802",99.608691264451,96.4642027191043,56.1708375241374,116.555608288511,71.2027852299106,143.603992106173
"NM_001002804",1187.41449784553,1174.69959012143,618.547913212227,1234.48681896972,1819.85942249389,1630.03127881919
"NM_001002805",666.687874205633,919.565296948471,222.008548309686,614.110194208285,723.545949909827,746.992695780357
"NM_001002807",343.206183762663,404.789037578297,493.50092967635,275.722944338414,247.115548739102,249.41745997388
"NM_001002809",1251.51910113454,1556.04872797359,1373.5107175545,1171.82251343826,1329.81672414686,1088.36709806784
"NM_001002818",224.859223844503,201.943751486723,201.947534908208,127.835183284174,142.405570459821,108.332836150271
"NM_001002819",47.3387839672639,40.5690572183149,32.7663218890801,57.651161088941,25.1303947870273,30.2324193907733
"NM_001002823",18.7382686537086,41.4705918231663,46.8090312701145,45.1182999826495,30.3658937009913,30.2324193907733
"NM_001002826",11023.0330917106,4258.84947331821,2759.72674359661,16349.1173131573,15941.0470932376,15312.7204214267
"NM_001002827",168.644417883377,115.396429420985,164.500309892117,122.822038841657,52.3549891396402,123.449045845658
"NM_001002828",582.858777596936,691.477041921056,563.045776134806,413.58441650762,574.857780753249,593.311230543926
"NM_001002829",16.7658193217393,3.60613841940577,6.01830402044329,10.0262888850332,18.8477960902705,27.7130511082088
"NM_001002831",1035.5358992839,788.842779245012,569.732780601965,1248.27296618664,1344.47612110596,1312.59087521607
"NM_001002835",1167.69000452584,845.639459350653,434.655290365349,1234.48681896972,1104.69027084641,1305.03277036838
"NM_001002851",164.699519219439,231.694393446821,268.8175795798,130.341755505432,139.264271111443,134.786203117198
"NM_001002853",71.0081759508958,73.9258375978182,68.2074455650239,50.1314444251661,30.3658937009913,34.0114718146199
"NM_001002854",437.883751697191,668.037142194918,460.73460778727,576.51161088941,625.118570327304,520.249550349557
"NM_001003401",1482.29567297495,1610.14080426468,3121.49368526992,449.929713715866,479.571700519104,321.219456026966
"NM_001003402",158.782171223531,196.534543857614,117.022578175286,493.794727587886,587.422978146763,440.889449448777
"NM_001003403",134.126554573914,48.6828686619779,85.5936571796379,233.111216577022,290.046639833606,428.292608035955
"NM_001003673",1819.5845087417,1733.65104512932,1824.21481864103,1841.07729651423,1901.53320555173,1863.0728449564
"NM_001003705",359.972003084402,396.675226134634,448.697999746383,248.150649904572,272.245943526129,311.141982896708
"NM_001003706",256.418413156013,640.991104049375,237.388658584152,348.413538754904,446.064507469734,256.975564821573
"NM_001003708",224.859223844503,177.602317155734,290.884694321426,177.96662770934,191.619260251083,173.836411496946
"NM_001003709",1966.53198397342,2171.79686308712,1523.96831806558,1686.92310490684,1823.00072184227,1661.52338235125
"NM_001003711",7.88979732787731,9.01534604851442,19.3923129547617,73.94388052712,69.108585664325,54.1664180751355
"NM_001003958",68.0495019529418,73.9258375978182,61.5204410978647,78.9570249696366,55.4962884880186,69.2826277705221
"NM_001003959",153.851047893608,112.69182560643,73.5570491387513,382.252263741892,302.61183722712,292.246720777475
"NM_001003974",69.0357266189265,34.2583149843548,60.8517406511488,80.2103110802658,60.7317874019826,55.4261022164177
"NM_001003975",191.327585201025,167.685436502368,200.610134014776,245.644077683314,234.550351345588,229.262513713364
"NM_001003978",2583.90862487982,2678.45931101363,3570.86038546302,2643.18040731688,2892.08960007372,2565.97659579188
"NM_001004068",418.159258377497,549.93610895938,592.468595790306,497.554585919774,411.510214637572,477.420289545961
"NM_001004072",1922.15187400411,2163.68305164346,1806.1599065797,2062.90893809559,1484.7874920002,1904.64242161872
"NM_001004075",162.727069887469,139.737863751973,225.352050543265,155.407477718015,172.771464160813,148.642728671302
"NM_001004076",65.0908279549878,78.4335106220754,56.1708375241374,56.3978749783119,38.7426919633337,54.1664180751355
"NM_001004078",3537.58787688699,4752.8904367768,5522.79698942679,3016.65966828437,3240.77382774373,3184.48150916145
"NM_001004080",124.264307914068,92.8580642996985,174.530816592855,322.094530431692,213.608355689732,172.576727355664
"NM_001004081",60.1597046250645,65.8120261541553,63.5265424380125,75.1971666377492,102.615778713695,137.305571399762
"NM_001004082",17790.5067496973,29869.644527938,24942.5266625039,13952.8342696344,12736.9217578917,15997.9885942842
"NM_001004083",1516.81353628441,1391.96942989063,1122.74805003603,1700.70925212376,1834.51881945299,1792.5305330446
"NM_001004085",1196.2905198394,531.003882257499,502.194035483657,1432.50602444912,1107.83157019479,1409.5865540948
"NM_001004086",6170.80773506604,3857.66657415932,2805.86707442,6599.80465857312,6971.59035383448,7205.3932881343
"NM_001004087",37.4765373074172,11.7199498630687,10.6992071474547,61.4110194208285,53.402088922433,52.9067339338533
"NM_001004088",5.91734799590798,7.21227683881154,6.68700446715921,7.51971666377492,2.09419956558561,6.2984207064111
"NM_001004089",540.451116959596,355.204634311468,314.957910403199,501.314444251661,414.65151398595,525.288286914686
"NM_001004090",66.0770526209725,30.652176564949,51.4899343971259,40.1051555401329,28.2716941354057,15.1162096953866
"NM_001004091",19.7244933196933,16.227622887326,11.3679075941707,17.5460055488081,10.470997827928,5.03873656512888
"NM_001004095",95.6637926005124,249.725085543849,404.563770263132,85.2234555227824,60.7317874019826,62.984207064111
"NM_001004096",193.300034532994,38.765988008612,14.7114098277503,70.1840221952325,30.3658937009913,134.786203117198
"NM_001004098",167.658193217393,282.180331318501,198.604032674629,283.242661002188,182.195362205948,197.770410181309
"NM_001004099",2067.12689990385,2209.66131649088,2244.15869917863,1515.22290775065,1232.43644434713,1960.06852383513
"NM_001004102",450.704672354991,380.447603247309,445.354497512803,418.597560950137,482.712999867482,411.916714199286
"NM_001004107",420.131707709467,491.336359644036,507.543639057384,533.899883128019,438.734808990185,578.195020848539
"NM_001004198",165.685743885424,183.913059389694,204.622336695072,175.460055488081,150.782368722164,181.39451634464
"NM_001004199",3635.22411881947,4652.82009563829,4858.10874539117,3474.10909866401,3607.25875172121,3116.45856553221
"NM_001004200",708.109310176989,882.602378149562,815.145844546708,765.757813594412,739.252446651719,647.477648619061
"NM_001004201",21.6969426516626,25.2429689358404,20.0610134014776,5.01314444251661,21.9890954386489,10.0774731302578
"NM_001004202",1590.78038623326,860.965547633127,1207.67300676895,1230.72696063783,1218.82414717082,1215.59519633734
"NM_001004203",563.134284277243,1137.73667132252,676.056151629796,369.7194026356,280.622741788471,253.196512397726
"NM_001004204",2101.64476321332,2572.07822764116,2362.51867824735,1465.09146332548,1654.41765681263,1521.69844266892
"NM_001004205",150.892373895654,183.011524784843,188.57352597389,146.634474943611,196.854759165047,225.483461289517
"NM_001004206",994.114463312541,1822.00143640476,2648.05376899505,1015.16174960961,1148.66846172371,1030.42162756886
"NM_001004207",243.597492498212,242.512808705038,273.498482706812,216.818497138843,204.184457644597,202.809146746437
"NM_001004208",1317.59615375551,1644.39911924903,1560.07814218824,1339.76285226256,1327.72252458127,1340.30392632428
"NM_001004209",11790.3158818467,10191.8487078456,11208.7568878523,9491.13571579457,8913.96045091513,9787.74577776285
"NM_001004211",519.740398973918,601.323581435912,1015.75597856148,540.166313681165,540.303487921086,584.49344155495
"NM_001004212",208.093404522764,266.854243036027,268.148879133084,109.035891624736,166.488865464056,119.669993421811
"NM_001004213",4945.91669991309,5927.59002689823,4296.40037014979,3292.38261262278,2915.12579529516,3071.10993644605
"NM_001004214",978.334868656786,892.519258802928,464.078110020849,995.109171839547,1054.42948127235,1403.28813338839
"NM_001004215",76.9255239468038,106.38108337247,94.9554634336608,65.1708777527159,23.0361952214417,55.4261022164177
"NM_001004217",244.583717164197,244.315877914741,340.368527378404,260.683511010864,258.633646349822,221.704408865671
"NM_001004218",521.712848305887,444.456560191761,487.482625655906,413.58441650762,410.463114854779,370.347137536973
"NM_001004220",3631.27922015553,2848.84935133056,1939.89999592289,4096.9922956467,4706.71352365365,4585.25027426728
"NM_001004221",1336.33442240922,1190.92721300875,1177.58148666674,1072.81291069855,1214.63574803965,1085.84772978527
"NM_001004222",537.492442961642,524.693140023539,591.131194896874,522.620308132357,628.259869675682,643.698596195215
"NM_001004223",6042.59852848803,8460.90226653078,8905.08384891592,3406.43164869004,2857.53530724156,3418.78275943995
"NM_001004224",2485.28615828135,2437.7495715183,2672.79568552354,2417.58890740364,2609.37265871967,2615.10427730189
"NM_001004225",1752.52123145475,1670.54362278972,1385.54732559539,1982.69862701532,2296.28982366462,1963.84757625898
"NM_001004226",1265.32624645832,1272.06532744538,1251.13853580549,1154.27650788945,1255.47263956857,1080.80899322014
"NM_001004227",312.633219117138,383.152207061863,451.372801533247,275.722944338414,302.61183722712,270.832090375677
"NM_001004228",126.236757246037,80.2365798317783,113.010375494991,135.354899947948,137.170071545857,180.134832203357
"NM_001004229",314.605668449108,432.736610328692,389.852360435382,320.841244321063,295.282138747571,294.76608906004
"NM_001004230",2279.16520309056,2712.71762599799,1941.90609726303,1092.86548846862,1303.63922957704,1118.59951745861
"NM_001004231",329.399038438878,612.141996694129,723.533883346627,226.844786023877,186.383761337119,190.212305333615
"NM_001004232",10.8484713258313,13.5230190727716,18.0549120613299,10.0262888850332,5.23549891396402,2.51936828256444
"NM_001004233",521.712848305887,499.450171087699,593.137296237022,483.768438702853,504.702095306131,530.327023479815
"NM_001004234",387.586293731973,357.007703521171,339.031126484972,295.77552210848,261.774945698201,355.230927841586
"NM_001004235",1207.13899116523,1143.14587895163,1023.78038392208,1099.13191902177,1136.10326433019,1112.3010967522
"NM_001004237",758.406768142206,924.974504577579,865.967078497118,662.988352522822,732.969847954962,721.799012954712
"NM_001004238",577.927654267013,591.406700782546,575.751084622408,492.541441477257,500.51369617496,510.172077219299
"NM_001004239",2923.16990997854,2808.28029411224,3191.70723217509,2719.63086006526,2710.94133765057,2548.34101781393
"NM_001004240",839.277190752949,661.726399960958,581.769388642851,780.797246921962,835.585626668657,774.705746888565
"NM_001004241",1728.85183947112,1932.89019280149,1629.6229886467,1214.43424119965,1499.44688895929,1454.93518318096
"NM_001004242",537.492442961642,645.498777073632,302.921302362312,442.409997052091,406.274715723608,457.265343285446
"NM_001004243",597.652147586706,464.290321498493,514.230643524543,600.324046991364,510.984694002888,656.295437608037
"NM_001004244",714.026658172897,584.194423943734,1027.79258660237,797.089966360141,728.781448823791,826.352796681137
"NM_001004245",208.093404522764,307.423300254342,278.179385833823,298.282094329738,240.832950042345,275.870826940806
"NM_001004246",43.3938853033252,59.5012839201952,57.5082384175692,41.358441650762,21.9890954386489,34.0114718146199
"NM_001004247",563.134284277243,540.019228306014,551.009168093919,571.498466446894,547.633186400636,471.12186883955
"NM_001004248",2678.58619281435,2473.81095571236,2120.44911653619,3368.83306537116,3516.16107061823,3209.6751919871
"NM_001004249",1401.42525036421,2362.92219931563,1816.19041328044,517.60716368984,450.252906600905,399.319872786464
"NM_001004250",4406.45180761948,3964.94919213664,3447.15080282057,3783.67076798941,3698.35643282418,3544.75117356817
"NM_001004251",598.638372252691,482.321013595521,613.867010085215,673.014641407855,688.991657077665,634.880807206239
"NM_001004252",641.046032890031,1104.37989094302,1259.16294116608,556.459033119344,716.216251430277,689.047225281374
"NM_001004253",831.387393425071,836.624113302138,905.420404853357,676.774499739742,761.241542090368,686.52785699881
"NM_001004254",376.737822406142,278.574192899096,280.854187620687,345.906966533646,372.767522674238,350.192191276457
"NM_001004255",1392.54922837035,1699.39273014497,1241.77672955147,1491.41047164869,1306.78052892542,1292.43592895556
"NM_001004256",572.99653093709,521.988536208985,783.048223104344,500.061158141032,613.600472716583,623.543649934699
"NM_001004257",286.991377801537,283.081865923353,252.100068411902,228.098072134506,236.644550911174,282.169247647217
"NM_001004258",665.701649539648,488.631755829482,651.982935548023,611.603621987026,725.640149475413,578.195020848539
"NM_001004259",224.859223844503,244.315877914741,302.252601915596,239.377647130168,275.387242874507,275.870826940806
"NM_001004260",6031.7500571622,5413.71530213291,4224.84942235119,5865.37899774443,6484.68895483583,5464.50980488227
"NM_001004261",1118.37877122661,49.5844032668293,474.777317168304,926.178435754944,969.614398866136,1085.84772978527
"NM_001004262",432.952628367267,503.056309507105,528.942053352294,421.104133171395,409.416015071986,345.153454711328
"NM_001004263",7.88979732787731,12.6214844679202,6.68700446715921,12.5328611062915,4.18839913117121,12.5968414128222
"NM_001004264",57.2010306271105,96.4642027191043,36.1098241226597,132.84832772669,30.3658937009913,13.8565255541044
"NM_001004265",27.6142906475706,54.0920762910865,48.8151326102622,30.0788666550997,18.8477960902705,17.6355779779511
"NM_001004267",2336.36623371767,1979.76999225377,2206.71147416254,1770.89327431899,1960.17079338813,2353.08997591519
"NM_001004268",177.520439877239,111.790291001579,134.4087897899,201.779063811294,190.57216046829,183.913884627204
"NM_001004269",114.402061254221,229.891324237118,190.579627314038,211.805352696327,305.753136575499,284.688615929782
"NM_001004270",176.534215211255,187.5191978091,167.17511167898,120.315466620399,164.39466589847,134.786203117198
"NM_001004271",24705.9141075818,21771.1591725575,17774.0578737092,25350.2181596959,22401.6527530692,22118.7938367745
"NM_001004272",412.241910381589,270.460381455433,599.155600257465,607.843763655139,516.220192916852,500.094604089041
"NM_001004273",1485.2543469729,1501.9566516825,1495.88289930352,1649.32452158796,1519.34178483236,1509.1016012561
"NM_001004274",28752.3939121169,26816.1468213061,15586.7387125014,30007.4293467938,33617.138526563,31881.3459317117
"NM_001004275",1320.55482775346,1374.84027239845,1326.70168628439,1032.70775515842,1016.73388909181,1070.73152008989
"NM_001004276",734.737376158574,640.089569444524,711.49727530574,675.521213629113,643.966366417574,706.682803259326
"NM_001004277",608.500618912537,534.610020676905,761.649808809434,399.7982692907,386.379819850544,481.199341969808
"NM_001004279",223.872999178519,272.263450665135,386.508858201802,265.69665545338,351.825527018382,290.987036636193
"NM_001004280",1207.13899116523,1135.03206750797,1140.80296209736,1205.66123842524,1246.04874152344,1182.843408664
"NM_001004281",650.908279549878,555.345316588488,803.777936952537,636.66934419961,542.397687486672,486.238078534937
"NM_001004282",39.4489866393865,23.4398997261375,28.7541192087846,57.651161088941,37.6955921805409,55.4261022164177
"NM_001004283",1331.4032990793,1973.45925001981,2601.91343817165,1116.67792457057,1272.22623609326,1187.88214522913
"NM_001004284",121.305633916114,100.07034113851,59.514339757717,91.4898860759281,116.228075890001,131.007150693351
"NM_001004415",38.4627619734019,112.69182560643,337.69372559154,20.0525777700664,4.18839913117121,3.77905242384666
"NM_001004424",296.853624461384,473.305667547007,198.604032674629,309.561669325401,171.72436437802,172.576727355664
"NM_001004443",2811.72652272228,2378.2482875981,2099.05070224128,2649.44683787003,2525.60467609624,2475.27933761956
"NM_001004444",241.625043166243,310.127904068896,333.012822464529,347.160252644275,342.401628973247,290.987036636193
"NM_001004445",266.280659815859,288.491073552461,234.713856797288,250.657222125831,343.448728756039,214.146304017977
"NM_001004446",1133.17214121638,1132.32746369341,630.584521253114,1421.22644945346,1603.10976745578,1703.09295901356
"NM_001004448",24.6556166496166,35.1598495892062,29.4228196555005,52.6380166464244,26.1774945698201,37.7905242384666
"NM_001005246",38.4627619734019,46.879799452275,22.0671147416254,53.8913027570536,60.7317874019826,44.0889449448777
"NM_001005381",145.96125056573,172.193109526625,179.880420166583,187.992916594373,253.398147435858,132.266834834633
